dateTime	initialValue	lowerLim	upperLim	check	meanSubst	medianSubst
2018-07-18 13:00:00	173.0	76.9	216.4		146.7	143.0
2018-07-18 14:00:00	185.0	101.3	208.2		154.7	150.5
2018-07-18 15:00:00	175.0	102.1	204.2		153.2	150.5
2018-07-18 16:00:00	165.0	96.6	194.7		145.7	145.5
2018-07-18 17:00:00	146.0	65.2	195.6		130.4	129.5
2018-07-18 18:00:00	109.0	67.8	168.0		117.9	116.5
2018-07-18 19:00:00	108.0	84.7	130.0		107.3	107.0
2018-07-18 20:00:00	102.0	71.7	134.4		103.0	102.0
2018-07-18 21:00:00	99.0	44.2	137.8		91.0	91.5
2018-07-18 22:00:00	77.0	37.6	124.0		80.8	83.2
2018-07-18 23:00:00	70.0	33.3	110.0		71.7	68.5
2018-07-19 00:00:00	58.0	28.3	110.4		69.3	66.0
2018-07-19 01:00:00	65.0	25.8	105.3		65.6	60.5
2018-07-19 02:00:00	60.0	26.6	102.2		64.4	60.5
2018-07-19 03:00:00	59.0	26.6	99.4		63.0	57.5
2018-07-19 04:00:00	54.0	27.0	97.8		62.4	56.5
2018-07-19 05:00:00	51.0	26.0	101.0		63.5	56.5
2018-07-19 06:00:00	53.0	22.8	115.6		69.2	68.5
2018-07-19 07:00:00	78.0	14.9	152.1		83.5	82.2
2018-07-19 08:00:00	118.0	19.6	193.3		106.4	111.5
2018-07-19 09:00:00	132.0	53.0	211.9		132.5	133.6
2018-07-19 10:00:00	155.0	93.4	204.6		149.0	150.5
2018-07-19 11:00:00	141.0	90.7	208.9		149.8	154.7
2018-07-19 12:00:00	129.0	84.5	220.3		152.4	153.0
2018-07-19 13:00:00	138.0	82.0	228.4		155.2	151.5
2018-07-19 14:00:00	144.0	100.9	225.2		163.0	167.5
2018-07-19 15:00:00	147.0	104.8	217.6		161.2	164.5
2018-07-19 16:00:00	145.0	94.8	211.0		152.9	156.5
2018-07-19 17:00:00	126.0	60.4	210.6		135.5	134.0
2018-07-19 18:00:00	101.0	64.2	175.8		120.0	117.0
2018-07-19 19:00:00	100.0	82.0	132.5		107.3	107.0
2018-07-19 20:00:00	99.0	69.2	134.7		102.0	102.5
2018-07-19 21:00:00	83.0	43.8	136.8		90.3	89.5
2018-07-19 22:00:00	64.0	34.9	124.5		79.7	83.0
2018-07-19 23:00:00	64.0	27.0	112.5		69.7	68.5
2018-07-20 00:00:00	59.0	20.3	113.1		66.7	62.5
2018-07-20 01:00:00	56.0	20.1	107.4		63.8	58.5
2018-07-20 02:00:00	61.0	23.3	102.7		63.0	58.5
2018-07-20 03:00:00	62.0	24.0	100.2		62.1	58.0
2018-07-20 04:00:00	54.0	24.7	98.8		61.8	57.0
2018-07-20 05:00:00	56.0	22.8	101.8		62.3	55.5
2018-07-20 06:00:00	71.0	20.3	111.2		65.8	58.5
2018-07-20 07:00:00	88.0	9.3	142.7		76.0	78.0
2018-07-20 08:00:00	112.0	3.8	181.5		92.6	83.7
2018-07-20 09:00:00	139.0	7.1	215.8		111.5	115.6
2018-07-20 10:00:00	165.0	18.1	229.8		123.9	135.0
2018-07-20 11:00:00	155.0	18.3	232.7		125.5	133.5
2018-07-20 12:00:00	134.0	18.4	238.7		128.6	133.0
2018-07-20 13:00:00	168.0	28.9	233.2		131.1	133.5
2018-07-20 14:00:00	168.0	43.0	236.0		139.5	140.0
2018-07-20 15:00:00	167.0	51.9	228.4		140.1	144.5
2018-07-20 16:00:00	173.0	51.2	217.4		134.3	137.5
2018-07-20 17:00:00	156.0	38.9	202.5		120.7	112.0
2018-07-20 18:00:00	107.0	48.2	170.7		109.5	102.5
2018-07-20 19:00:00	107.0	64.4	134.3		99.4	99.0
2018-07-20 20:00:00	97.0	58.5	132.2		95.4	92.5
2018-07-20 21:00:00	85.0	42.9	129.0		85.9	83.5
2018-07-20 22:00:00	63.0	35.0	118.4		76.7	80.0
2018-07-20 23:00:00	61.0	27.2	107.9		67.5	64.5
2018-07-21 00:00:00	48.0	22.5	106.7		64.6	58.5
2018-07-21 01:00:00	54.0	20.1	104.2		62.2	55.5
2018-07-21 02:00:00	50.0	24.8	99.2		62.0	56.5
2018-07-21 03:00:00	49.0	25.8	96.6		61.2	56.0
2018-07-21 04:00:00	48.0	28.8	93.2		61.0	56.5
2018-07-21 05:00:00	48.0	28.3	95.3		61.8	57.0
2018-07-21 06:00:00	48.0	26.3	103.2		64.8	59.5
2018-07-21 07:00:00	55.0	15.6	126.2		70.9	69.0
2018-07-21 08:00:00	57.0	2.2	161.3		81.7	79.0
2018-07-21 09:00:00	80.0	-10.2	198.4		94.1	81.2
2018-07-21 10:00:00	93.0	-13.9	222.9		104.5	85.5
2018-07-21 11:00:00	97.0	-8.7	223.2		107.2	89.0
2018-07-21 12:00:00	83.0	-2.3	227.5		112.6	97.5
2018-07-21 13:00:00	94.0	10.5	224.9		117.7	105.5
2018-07-21 14:00:00	103.0	19.6	231.7		125.7	111.5
2018-07-21 15:00:00	116.0	26.3	226.3		126.3	113.0
2018-07-21 16:00:00	106.0	26.0	218.9		122.5	114.0
2018-07-21 17:00:00	102.0	25.3	198.0		111.6	106.5
2018-07-21 18:00:00	89.0	41.9	164.8		103.4	101.1
2018-07-21 19:00:00	91.0	60.7	130.3		95.5	94.0
2018-07-21 20:00:00	91.0	59.2	126.4		92.8	92.2
2018-07-21 21:00:00	82.0	48.0	121.7		84.9	84.0
2018-07-21 22:00:00	65.0	39.7	116.2		78.0	79.5
2018-07-21 23:00:00	62.0	29.9	109.3		69.6	69.5
2018-07-22 00:00:00	49.0	26.0	106.3		66.1	62.5
2018-07-22 01:00:00	49.0	23.4	103.1		63.3	57.0
2018-07-22 02:00:00	49.0	26.2	98.4		62.3	56.5
2018-07-22 03:00:00	48.0	26.4	96.5		61.4	57.5
2018-07-22 04:00:00	51.0	27.5	93.9		60.7	57.0
2018-07-22 05:00:00	52.0	27.2	96.5		61.8	57.5
2018-07-22 06:00:00	50.0	25.7	103.6		64.7	59.5
2018-07-22 07:00:00	52.0	13.9	129.6		71.8	73.0
2018-07-22 08:00:00	63.0	-1.9	167.2		82.7	78.0
2018-07-22 09:00:00	65.0	-19.0	214.8		97.9	81.5
2018-07-22 10:00:00	79.0	-24.4	242.4		109.0	86.5
2018-07-22 11:00:00	78.0	-18.9	243.4		112.3	90.0
2018-07-22 12:00:00	91.0	-10.8	242.2		115.7	97.5
2018-07-22 13:00:00	102.0	1.1	241.5		121.3	105.5
2018-07-22 14:00:00	105.0	11.5	246.4		129.0	111.5
2018-07-22 15:00:00	113.0	20.8	236.5		128.7	114.0
2018-07-22 16:00:00	116.0	25.4	219.4		122.4	113.0
2018-07-22 17:00:00	116.0	28.3	196.5		112.4	106.5
2018-07-22 18:00:00	95.0	41.8	170.1		105.9	102.5
2018-07-22 19:00:00	103.0	51.7	147.1		99.4	94.0
2018-07-22 20:00:00	92.0	52.4	142.7		97.5	94.5
2018-07-22 21:00:00	100.0	43.8	134.1		88.9	90.5
2018-07-22 22:00:00	82.0	37.0	126.0		81.5	78.5
2018-07-22 23:00:00	80.0	32.0	111.3		71.7	71.5
2018-07-23 00:00:00	64.0	29.4	105.5		67.4	65.0
2018-07-23 01:00:00	67.0	27.6	100.8		64.2	60.1
2018-07-23 02:00:00	65.0	30.0	96.3		63.1	59.5
2018-07-23 03:00:00	64.0	28.6	94.7		61.6	58.0
2018-07-23 04:00:00	58.0	27.9	94.3		61.1	56.0
2018-07-23 05:00:00	55.0	27.1	99.3		63.2	58.0
2018-07-23 06:00:00	53.0	27.4	108.7		68.0	69.5
2018-07-23 07:00:00	73.0	14.0	143.8		78.9	76.0
2018-07-23 08:00:00	114.0	0.5	188.7		94.6	82.0
2018-07-23 09:00:00	151.0	-4.6	235.2		115.3	118.5
2018-07-23 10:00:00	187.0	4.3	253.6		128.9	142.0
2018-07-23 11:00:00	191.0	13.7	249.5		131.6	145.4
2018-07-23 12:00:00	155.0	18.3	255.3		136.8	145.0
2018-07-23 13:00:00	192.0	28.3	253.8		141.1	145.4
2018-07-23 14:00:00	189.0	35.8	261.6		148.7	156.3
2018-07-23 15:00:00	183.0	42.4	251.6		147.0	155.0
2018-07-23 16:00:00	169.0	43.2	233.5		138.3	147.5
2018-07-23 17:00:00	155.0	39.3	212.2		125.7	122.8
2018-07-23 18:00:00	122.0	51.9	180.0		116.0	116.2
2018-07-23 19:00:00	120.0	64.1	152.3		108.2	110.5
2018-07-23 20:00:00	113.0	65.2	146.5		105.9	104.0
2018-07-23 21:00:00	108.0	49.8	143.2		96.5	99.0
2018-07-23 22:00:00	78.0	40.2	134.6		87.4	86.5
2018-07-23 23:00:00	70.0	37.5	114.7		76.1	78.5
2018-07-24 00:00:00	51.0	39.4	103.6		71.5	72.5
2018-07-24 01:00:00	60.0	36.2	99.3		67.8	66.0
2018-07-24 02:00:00	59.0	36.9	96.9		66.9	66.0
2018-07-24 03:00:00	58.0	34.0	96.5		65.3	64.5
2018-07-24 04:00:00	52.0	31.9	97.6		64.7	61.5
2018-07-24 05:00:00	51.0	31.6	101.8		66.7	65.5
2018-07-24 06:00:00	58.0	31.9	112.9		72.4	73.0
2018-07-24 07:00:00	78.0	25.0	148.5		86.8	84.5
2018-07-24 08:00:00	120.0	22.4	198.5		110.4	113.0
2018-07-24 09:00:00	145.0	52.5	225.9		139.2	142.4
2018-07-24 10:00:00	176.0	105.4	211.7		158.6	158.5
2018-07-24 11:00:00	169.0	109.2	210.1		159.6	156.0
2018-07-24 12:00:00	145.0	106.3	220.1		163.2	157.8
2018-07-24 13:00:00	191.0	102.3	230.3		166.3	160.5
2018-07-24 14:00:00	196.0	126.1	224.2		175.1	181.0
2018-07-24 15:00:00	176.0	126.3	218.2		172.3	171.5
2018-07-24 16:00:00	172.0	109.4	210.6		160.0	160.5
2018-07-24 17:00:00	150.0	73.1	210.0		141.5	147.5
2018-07-24 18:00:00	128.0	72.7	178.9		125.8	122.5
2018-07-24 19:00:00	116.0	83.3	145.5		114.4	116.7
2018-07-24 20:00:00	114.0	73.9	146.3		110.1	112.5
2018-07-24 21:00:00	104.0	49.2	148.8		99.0	99.5
2018-07-24 22:00:00	84.0	39.2	136.8		88.0	86.5
2018-07-24 23:00:00	85.0	37.4	114.0		75.7	77.0
2018-07-25 00:00:00	75.0	36.9	104.8		70.9	68.6
2018-07-25 01:00:00	75.0	36.4	97.9		67.1	65.0
2018-07-25 02:00:00	72.0	35.9	96.1		66.0	62.4
2018-07-25 03:00:00	70.0	34.2	95.5		64.9	61.5
2018-07-25 04:00:00	68.0	33.6	96.6		65.1	63.5
2018-07-25 05:00:00	67.0	34.9	99.8		67.4	66.0
2018-07-25 06:00:00	69.0	34.8	112.1		73.5	70.0
2018-07-25 07:00:00	86.0	22.3	153.4		87.8	84.5
2018-07-25 08:00:00	119.0	22.5	200.5		111.5	114.5
2018-07-25 09:00:00	161.0	58.1	215.9		137.0	139.5
2018-07-25 10:00:00	165.0	105.5	203.8		154.6	155.5
2018-07-25 11:00:00	173.0	108.3	200.4		154.4	154.0
2018-07-25 12:00:00	155.0	102.7	214.6		158.7	155.5
2018-07-25 13:00:00	190.0	99.7	227.2		163.5	160.0
2018-07-25 14:00:00	201.0	118.4	223.6		171.0	174.5
2018-07-25 15:00:00	187.0	115.6	220.6		168.1	168.0
2018-07-25 16:00:00	168.0	103.8	210.1		157.0	160.5
2018-07-25 17:00:00	165.0	72.4	206.5		139.4	141.0
2018-07-25 18:00:00	111.0	72.1	180.0		126.0	123.0
2018-07-25 19:00:00	118.0	80.8	146.9		113.8	115.5
2018-07-25 20:00:00	112.0	72.1	146.9		109.5	108.7
2018-07-25 21:00:00	100.0	50.5	146.3		98.4	99.0
2018-07-25 22:00:00	77.0	42.3	133.8		88.1	87.0
2018-07-25 23:00:00	79.0	39.8	114.2		77.0	78.5
2018-07-26 00:00:00	66.0	37.3	108.1		72.7	74.0
2018-07-26 01:00:00	67.0	35.9	101.5		68.7	70.0
2018-07-26 02:00:00	64.0	34.3	100.2		67.2	68.5
2018-07-26 03:00:00	55.0	34.7	98.5		66.6	66.0
2018-07-26 04:00:00	67.0	35.7	97.7		66.7	66.0
2018-07-26 05:00:00	65.0	38.4	100.4		69.4	68.0
2018-07-26 06:00:00	69.0	35.8	115.8		75.8	70.0
2018-07-26 07:00:00	92.0	23.1	156.3		89.7	85.5
2018-07-26 08:00:00	138.0	25.6	198.1		111.8	115.5
2018-07-26 09:00:00	158.0	58.3	215.6		136.9	140.9
2018-07-26 10:00:00	171.0	105.1	203.8		154.5	157.5
2018-07-26 11:00:00	180.0	111.3	197.6		154.4	154.5
2018-07-26 12:00:00	154.0	105.4	211.2		158.3	156.5
2018-07-26 13:00:00	181.0	100.0	225.7		162.9	160.0
2018-07-26 14:00:00	193.0	119.1	223.6		171.4	177.5
2018-07-26 15:00:00	179.0	117.0	222.1		169.5	169.0
2018-07-26 16:00:00	168.0	100.8	214.5		157.7	161.0
2018-07-26 17:00:00	158.0	65.7	210.8		138.2	140.0
2018-07-26 18:00:00	120.0	61.1	184.0		122.6	121.0
2018-07-26 19:00:00	126.0	66.6	150.4		108.5	111.5
2018-07-26 20:00:00	118.0	56.5	150.3		103.4	106.0
2018-07-26 21:00:00	107.0	43.5	141.7		92.6	92.0
2018-07-26 22:00:00	83.0	38.3	129.1		83.7	84.5
2018-07-26 23:00:00	82.0	32.2	114.7		73.5	73.5
2018-07-27 00:00:00	68.0	25.8	111.5		68.6	67.5
2018-07-27 01:00:00	72.0	25.6	102.5		64.1	63.2
2018-07-27 02:00:00	62.0	26.5	99.2		62.8	59.0
2018-07-27 03:00:00	61.0	27.0	98.5		62.8	59.5
2018-07-27 04:00:00	65.0	29.7	97.7		63.7	61.5
2018-07-27 05:00:00	69.0	30.8	100.7		65.7	66.0
2018-07-27 06:00:00	67.0	25.7	115.7		70.7	68.5
2018-07-27 07:00:00	88.0	5.1	156.4		80.8	71.5
2018-07-27 08:00:00	126.0	-2.1	194.5		96.2	88.5
2018-07-27 09:00:00	144.0	1.0	227.9		114.4	124.5
2018-07-27 10:00:00	167.0	8.8	243.3		126.1	140.9
2018-07-27 11:00:00	173.0	15.2	239.5		127.4	139.0
2018-07-27 12:00:00	141.0	17.2	245.9		131.5	139.5
2018-07-27 13:00:00	180.0	24.7	247.7		136.2	141.5
2018-07-27 14:00:00	193.0	33.3	253.1		143.2	151.5
2018-07-27 15:00:00	186.0	38.5	247.8		143.2	151.0
2018-07-27 16:00:00	170.0	41.6	228.7		135.2	140.0
2018-07-27 17:00:00	146.0	39.2	207.4		123.3	119.0
2018-07-27 18:00:00	104.0	43.4	181.1		112.2	111.7
2018-07-27 19:00:00	96.0	49.5	155.4		102.4	102.5
2018-07-27 20:00:00	96.0	43.7	150.6		97.2	95.5
2018-07-27 21:00:00	92.0	41.2	136.0		88.6	88.0
2018-07-27 22:00:00	70.0	36.9	125.3		81.1	82.0
2018-07-27 23:00:00	68.0	30.5	114.4		72.4	75.0
2018-07-28 00:00:00	48.0	25.7	110.6		68.1	68.0
2018-07-28 01:00:00	53.0	24.3	104.0		64.2	60.0
2018-07-28 02:00:00	52.0	24.4	100.9		62.6	57.5
2018-07-28 03:00:00	52.0	23.8	100.3		62.1	56.5
2018-07-28 04:00:00	53.0	24.5	100.1		62.3	58.0
2018-07-28 05:00:00	59.0	23.8	102.4		63.1	60.5
2018-07-28 06:00:00	55.0	21.0	111.1		66.0	67.0
2018-07-28 07:00:00	64.0	6.2	136.2		71.2	69.5
2018-07-28 08:00:00	71.0	-8.4	169.1		80.3	74.0
2018-07-28 09:00:00	89.0	-20.3	202.1		90.9	78.5
2018-07-28 10:00:00	100.0	-23.3	221.8		99.3	86.5
2018-07-28 11:00:00	99.0	-11.9	218.0		103.0	89.5
2018-07-28 12:00:00	97.0	-0.9	217.2		108.1	98.5
2018-07-28 13:00:00	100.0	11.9	220.0		116.0	104.0
2018-07-28 14:00:00	103.0	17.5	230.8		124.2	110.5
2018-07-28 15:00:00	109.0	23.7	228.6		126.1	113.0
2018-07-28 16:00:00	101.0	29.5	212.5		121.0	112.5
2018-07-28 17:00:00	103.0	31.8	188.6		110.2	104.4
2018-07-28 18:00:00	95.0	41.7	158.0		99.8	98.5
2018-07-28 19:00:00	99.0	49.8	133.8		91.8	94.0
2018-07-28 20:00:00	95.0	47.5	131.5		89.5	92.0
2018-07-28 21:00:00	92.0	44.0	123.1		83.6	80.0
2018-07-28 22:00:00	80.0	36.9	118.8		77.8	77.0
2018-07-28 23:00:00	72.0	33.0	106.5		69.8	70.5
2018-07-29 00:00:00	62.0	27.4	104.6		66.0	66.0
2018-07-29 01:00:00	58.0	27.1	98.8		62.9	61.0
2018-07-29 02:00:00	56.0	26.8	97.3		62.0	59.0
2018-07-29 03:00:00	49.0	26.5	96.0		61.3	55.0
2018-07-29 04:00:00	51.0	26.8	95.0		60.9	56.0
2018-07-29 05:00:00	50.0	28.8	93.3		61.1	59.0
2018-07-29 06:00:00	46.0	29.3	97.9		63.6	64.5
2018-07-29 07:00:00	53.0	14.4	124.2		69.3	69.0
2018-07-29 08:00:00	51.0	-0.1	158.7		79.3	74.0
2018-07-29 09:00:00	63.0	-7.8	187.0		89.6	83.0
2018-07-29 10:00:00	71.0	-12.6	208.1		97.7	87.0
2018-07-29 11:00:00	77.0	-5.2	210.3		102.5	93.0
2018-07-29 12:00:00	86.0	-2.5	221.5		109.5	98.5
2018-07-29 13:00:00	105.0	9.3	225.4		117.3	101.5
2018-07-29 14:00:00	111.0	16.8	232.4		124.6	109.5
2018-07-29 15:00:00	115.0	27.5	222.7		125.1	111.0
2018-07-29 16:00:00	116.0	31.3	209.3		120.3	110.8
2018-07-29 17:00:00	110.0	35.6	185.5		110.6	107.6
2018-07-29 18:00:00	89.0	41.5	165.2		103.3	103.5
2018-07-29 19:00:00	93.0	49.2	142.8		96.0	95.0
2018-07-29 20:00:00	89.0	49.0	138.9		94.0	94.0
2018-07-29 21:00:00	109.0	47.7	125.1		86.4	86.5
2018-07-29 22:00:00	70.0	41.6	120.7		81.1	80.8
2018-07-29 23:00:00	78.0	39.6	103.7		71.7	74.9
2018-07-30 00:00:00	55.0	39.7	97.0		68.4	69.4
2018-07-30 01:00:00	69.0	38.4	91.0		64.7	63.2
2018-07-30 02:00:00	64.0	37.1	91.6		64.3	63.2
2018-07-30 03:00:00	72.0	32.9	91.3		62.1	63.0
2018-07-30 04:00:00	66.0	30.5	92.2		61.3	64.0
2018-07-30 05:00:00	65.0	31.2	92.7		61.9	64.0
2018-07-30 06:00:00	67.0	29.7	101.6		65.6	65.0
2018-07-30 07:00:00	79.0	18.2	130.3		74.2	74.0
2018-07-30 08:00:00	106.0	-1.3	179.4		89.0	79.0
2018-07-30 09:00:00	120.0	-2.1	213.6		105.7	107.3
2018-07-30 10:00:00	141.0	5.1	229.3		117.2	135.5
2018-07-30 11:00:00	158.0	17.8	224.6		121.2	138.0
2018-07-30 12:00:00	152.0	25.1	231.2		128.1	139.5
2018-07-30 13:00:00	181.0	38.7	233.9		136.3	143.5
2018-07-30 14:00:00	169.0	47.2	241.7		144.5	156.0
2018-07-30 15:00:00	181.0	55.6	229.9		142.8	152.5
2018-07-30 16:00:00	157.0	53.7	216.2		135.0	140.5
2018-07-30 17:00:00	144.0	45.0	195.7		120.4	118.0
2018-07-30 18:00:00	113.0	49.6	173.2		111.4	114.0
2018-07-30 19:00:00	115.0	56.5	150.1		103.3	102.0
2018-07-30 20:00:00	102.0	57.7	146.1		101.9	99.5
2018-07-30 21:00:00	91.0	50.4	136.0		93.2	91.0
2018-07-30 22:00:00	83.0	41.3	127.5		84.4	82.0
2018-07-30 23:00:00	82.0	38.3	110.4		74.3	77.0
2018-07-31 00:00:00	68.0	32.3	111.1		71.7	72.5
2018-07-31 01:00:00	63.0	24.7	116.4		70.5	68.5
2018-07-31 02:00:00	63.0	22.7	120.4		71.5	70.3
2018-07-31 03:00:00	72.0	16.2	124.5		70.3	67.5
2018-07-31 04:00:00	63.0	19.7	119.5		69.6	69.4
2018-07-31 05:00:00	65.0	23.5	116.1		69.8	68.0
2018-07-31 06:00:00	71.0	32.9	112.9		72.9	71.4
2018-07-31 07:00:00	77.0	32.9	133.6		83.3	82.3
2018-07-31 08:00:00	88.0	26.2	182.1		104.2	101.5
2018-07-31 09:00:00	138.0	51.1	198.1		124.6	132.0
2018-07-31 10:00:00	152.0	95.1	187.8		141.5	139.5
2018-07-31 11:00:00	135.0	106.6	183.7		145.2	143.5
2018-07-31 12:00:00	143.0	108.5	195.8		152.2	150.0
2018-07-31 13:00:00	159.0	111.1	207.2		159.1	161.2
2018-07-31 14:00:00	186.0	130.7	205.8		168.3	168.0
2018-07-31 15:00:00	161.0	115.9	213.0		164.5	165.8
2018-07-31 16:00:00	138.0	95.5	212.4		153.9	154.0
2018-07-31 17:00:00	129.0	71.6	195.3		133.5	132.0
2018-07-31 18:00:00	96.0	75.0	168.7		121.8	120.0
2018-07-31 19:00:00	134.0	82.2	139.1		110.7	113.0
2018-07-31 20:00:00	118.0	66.0	146.4		106.2	104.5
2018-07-31 21:00:00	98.0	52.4	140.2		96.3	97.5
2018-07-31 22:00:00	78.0	40.8	128.8		84.8	84.0
2018-07-31 23:00:00	82.0	34.2	116.0		75.1	79.8
2018-08-01 00:00:00	84.0	28.2	115.4		71.8	71.0
2018-08-01 01:00:00	106.0	24.0	116.4		70.2	65.7
2018-08-01 02:00:00	116.0	25.1	116.2		70.6	66.6
2018-08-01 03:00:00	106.0	17.6	122.6		70.1	64.5
2018-08-01 04:00:00	116.0	25.9	111.8	abnormal	68.8	65.5
2018-08-01 05:00:00	96.0	23.3	115.7		69.5	66.0
2018-08-01 06:00:00	96.0	31.3	114.7		73.0	72.5
2018-08-01 07:00:00	96.0	27.9	138.9		83.4	84.8
2018-08-01 08:00:00	86.0	25.8	186.3		106.1	104.0
2018-08-01 09:00:00	108.0	48.0	208.7		128.3	132.5
2018-08-01 10:00:00	106.0	98.5	192.5		145.5	143.0
2018-08-01 11:00:00	158.0	100.7	190.7		145.7	143.5
2018-08-01 12:00:00	140.0	105.0	201.6		153.3	150.0
2018-08-01 13:00:00	176.0	110.5	209.1		159.8	161.2
2018-08-01 14:00:00	173.0	131.7	207.9		169.8	166.5
2018-08-01 15:00:00	204.0	119.7	207.0		163.4	165.8
2018-08-01 16:00:00	124.0	98.0	212.6		155.3	154.5
2018-08-01 17:00:00	133.0	67.3	201.5		134.4	130.0
2018-08-01 18:00:00	107.0	69.7	174.7		122.2	120.0
2018-08-01 19:00:00	95.0	82.5	143.1		112.8	114.5
2018-08-01 20:00:00	104.0	66.3	148.1		107.2	106.5
2018-08-01 21:00:00	81.0	55.8	139.6		97.7	98.5
2018-08-01 22:00:00	85.0	37.3	130.4		83.8	86.0
2018-08-01 23:00:00	60.0	20.0	128.0		74.0	79.0
2018-08-02 00:00:00	54.0	16.0	125.1		70.5	74.5
2018-08-02 01:00:00	74.0	10.4	130.9		70.7	65.5
2018-08-02 02:00:00	59.0	20.9	126.1		73.5	72.0
2018-08-02 03:00:00	58.0	18.7	128.0		73.3	68.0
2018-08-02 04:00:00	66.0	23.7	120.7		72.2	65.0
2018-08-02 05:00:00	58.0	27.4	118.0		72.7	67.5
2018-08-02 06:00:00	52.0	37.5	114.7		76.1	75.2
2018-08-02 07:00:00	84.0	27.7	143.7		85.7	85.8
2018-08-02 08:00:00	111.0	27.8	184.3		106.0	98.0
2018-08-02 09:00:00	130.0	47.4	209.6		128.5	129.5
2018-08-02 10:00:00	171.0	87.5	201.1		144.3	144.0
2018-08-02 11:00:00	145.0	97.9	197.6		147.8	146.5
2018-08-02 12:00:00	147.0	104.5	204.8		154.7	155.0
2018-08-02 13:00:00	182.0	111.3	209.4		160.3	164.8
2018-08-02 14:00:00	183.0	138.0	203.9		171.0	172.5
2018-08-02 15:00:00	175.0	121.4	211.9		166.6	168.0
2018-08-02 16:00:00	167.0	99.2	213.3		156.3	154.5
2018-08-02 17:00:00	151.0	65.5	205.6		135.5	132.0
2018-08-02 18:00:00	119.0	64.5	177.3		120.9	117.7
2018-08-02 19:00:00	120.0	81.3	136.8		109.0	107.5
2018-08-02 20:00:00	116.0	65.5	141.4		103.5	103.5
2018-08-02 21:00:00	102.0	49.9	138.0		93.9	92.5
2018-08-02 22:00:00	92.0	36.6	124.6		80.6	81.0
2018-08-02 23:00:00	75.0	13.4	124.0		68.7	71.0
2018-08-03 00:00:00	16.0	24.3	108.3	abnormal	66.3	61.5
2018-08-03 01:00:00	60.0	13.5	114.5		64.0	60.5
2018-08-03 02:00:00	61.0	29.6	103.0		66.3	61.5
2018-08-03 03:00:00	57.0	29.3	101.2		65.2	62.0
2018-08-03 04:00:00	61.0	30.1	98.4		64.3	63.5
2018-08-03 05:00:00	65.0	30.2	99.8		65.0	64.0
2018-08-03 06:00:00	64.0	29.6	108.2		68.9	67.5
2018-08-03 07:00:00	66.0	16.8	141.2		79.0	78.0
2018-08-03 08:00:00	95.0	9.3	181.4		95.4	87.0
2018-08-03 09:00:00	122.0	11.5	216.5		114.0	115.0
2018-08-03 10:00:00	152.0	20.8	229.7		125.3	133.5
2018-08-03 11:00:00	147.0	24.8	230.6		127.7	137.0
2018-08-03 12:00:00	133.0	28.6	238.4		133.5	142.0
2018-08-03 13:00:00	160.0	39.8	241.6		140.7	147.0
2018-08-03 14:00:00	172.0	54.1	242.6		148.4	160.5
2018-08-03 15:00:00	161.0	53.8	238.8		146.3	159.0
2018-08-03 16:00:00	167.0	48.3	225.8		137.0	146.0
2018-08-03 17:00:00	153.0	37.4	207.9		122.7	116.0
2018-08-03 18:00:00	107.0	47.8	177.1		112.4	109.5
2018-08-03 19:00:00	110.0	65.7	141.0		103.3	105.5
2018-08-03 20:00:00	112.0	62.3	136.3		99.3	99.5
2018-08-03 21:00:00	97.0	52.1	130.3		91.2	90.5
2018-08-03 22:00:00	69.0	42.0	121.2		81.6	82.0
2018-08-03 23:00:00	71.0	14.4	122.4		68.4	74.0
2018-08-04 00:00:00	33.0	19.7	109.3		64.5	66.0
2018-08-04 01:00:00	63.0	16.1	106.6		61.3	60.5
2018-08-04 02:00:00	58.0	32.5	96.1		64.3	64.0
2018-08-04 03:00:00	48.0	32.5	95.8		64.1	64.5
2018-08-04 04:00:00	52.0	31.5	94.5		63.0	64.5
2018-08-04 05:00:00	50.0	32.9	94.7		63.8	65.0
2018-08-04 06:00:00	52.0	31.1	98.4		64.7	65.0
2018-08-04 07:00:00	55.0	19.2	121.4		70.3	68.5
2018-08-04 08:00:00	62.0	3.6	155.9		79.7	75.0
2018-08-04 09:00:00	80.0	-6.7	191.1		92.2	80.0
2018-08-04 10:00:00	83.0	-4.0	208.3		102.1	90.5
2018-08-04 11:00:00	87.0	5.4	206.6		106.0	94.4
2018-08-04 12:00:00	89.0	18.7	205.8		112.2	102.5
2018-08-04 13:00:00	104.0	25.8	213.2		119.5	110.5
2018-08-04 14:00:00	114.0	36.2	217.1		126.7	112.0
2018-08-04 15:00:00	108.0	35.5	217.2		126.4	115.0
2018-08-04 16:00:00	97.0	36.8	203.8		120.3	108.5
2018-08-04 17:00:00	93.0	35.3	184.9		110.1	102.5
2018-08-04 18:00:00	85.0	50.6	154.3		102.5	102.5
2018-08-04 19:00:00	90.0	62.5	130.7		96.6	100.5
2018-08-04 20:00:00	89.0	60.0	129.3		94.7	95.5
2018-08-04 21:00:00	88.0	51.0	124.8		87.9	85.0
2018-08-04 22:00:00	82.0	43.6	117.2		80.4	79.0
2018-08-04 23:00:00	85.0	27.8	110.4		69.1	72.5
2018-08-05 00:00:00	49.0	28.6	102.9		65.7	67.0
2018-08-05 01:00:00	69.0	27.4	95.5		61.5	62.5
2018-08-05 02:00:00	65.0	32.0	93.4		62.7	63.5
