	날짜	시간	요일	1	25	68
2018-06-03 12:00	1250.0	12.0	7.0	16.5	101.5	11.0
2018-06-03 13:00	1250.0	13.0	7.0	17.5	106.0	12.0
2018-06-03 14:00	1250.0	14.0	7.0	17.0	108.0	11.5
2018-06-03 15:00	1250.0	15.0	7.0	18.0	111.0	11.5
2018-06-03 16:00	1250.0	16.0	7.0	17.0	102.0	12.0
2018-06-03 17:00	1250.0	17.0	7.0	15.5	103.0	13.5
2018-06-03 18:00	1250.0	18.0	7.0	14.0	94.5	22.0
2018-06-03 19:00	1250.0	19.0	7.0	12.5	97.5	28.5
2018-06-03 20:00	1250.0	20.0	7.0	11.5	93.5	27.5
2018-06-03 21:00	1250.0	21.0	7.0	12.0	96.5	32.0
2018-06-03 22:00	1250.0	22.0	7.0	11.5	88.5	22.5
2018-06-03 23:00	1250.0	23.0	7.0	12.0	91.5	21.5
2018-06-04 0:00	1251.0	0.0	1.0	11.5	83.5	21.5
2018-06-04 1:00	1251.0	1.0	1.0	11.5	85.0	21.5
2018-06-04 2:00	1251.0	2.0	1.0	10.5	83.0	21.0
2018-06-04 3:00	1251.0	3.0	1.0	10.5	82.0	20.0
2018-06-04 4:00	1251.0	4.0	1.0	11.0	83.5	15.5
2018-06-04 5:00	1251.0	5.0	1.0	13.0	81.5	16.0
2018-06-04 6:00	1251.0	6.0	1.0	13.0	88.0	12.5
2018-06-04 7:00	1251.0	7.0	1.0	17.5	100.5	15.0
2018-06-04 8:00	1251.0	8.0	1.0	23.0	115.5	16.0
2018-06-04 9:00	1251.0	9.0	1.0	26.5	141.0	17.0
2018-06-04 10:00	1251.0	10.0	1.0	31.5	151.0	20.0
2018-06-04 11:00	1251.0	11.0	1.0	41.0	131.5	27.0
2018-06-04 12:00	1251.0	12.0	1.0	39.4	113.9	28.6
2018-06-04 13:00	1251.0	13.0	1.0	42.1	126.4	28.5
2018-06-04 14:00	1251.0	14.0	1.0	44.9	126.0	30.7
2018-06-04 15:00	1251.0	15.0	1.0	42.4	114.1	33.0
2018-06-04 16:00	1251.0	16.0	1.0	37.0	179.5	35.0
2018-06-04 17:00	1251.0	17.0	1.0	32.5	169.0	30.0
2018-06-04 18:00	1251.0	18.0	1.0	24.5	157.5	33.5
2018-06-04 19:00	1251.0	19.0	1.0	20.0	105.3	23.8
2018-06-04 20:00	1251.0	20.0	1.0	19.7	100.4	30.7
2018-06-04 21:00	1251.0	21.0	1.0	19.0	97.0	24.0
2018-06-04 22:00	1251.0	22.0	1.0	14.5	95.0	24.5
2018-06-04 23:00	1251.0	23.0	1.0	13.5	97.5	21.0
2018-06-05 0:00	1252.0	0.0	2.0	12.5	92.0	20.5
2018-06-05 1:00	1252.0	1.0	2.0	11.7	86.5	20.5
2018-06-05 2:00	1252.0	2.0	2.0	11.7	87.5	19.5
2018-06-05 3:00	1252.0	3.0	2.0	11.7	85.5	18.5
2018-06-05 4:00	1252.0	4.0	2.0	10.7	84.5	15.0
2018-06-05 5:00	1252.0	5.0	2.0	12.0	84.5	14.0
2018-06-05 6:00	1252.0	6.0	2.0	11.0	83.0	11.0
2018-06-05 7:00	1252.0	7.0	2.0	13.5	85.0	14.8
2018-06-05 8:00	1252.0	8.0	2.0	15.0	88.0	13.9
2018-06-05 9:00	1252.0	9.0	2.0	18.0	94.5	14.3
2018-06-05 10:00	1252.0	10.0	2.0	19.0	99.0	13.9
2018-06-05 11:00	1252.0	11.0	2.0	20.0	108.0	11.5
2018-06-05 12:00	1252.0	12.0	2.0	20.0	141.0	12.0
2018-06-05 13:00	1252.0	13.0	2.0	19.5	116.5	12.0
2018-06-05 14:00	1252.0	14.0	2.0	21.0	115.5	12.0
2018-06-05 15:00	1252.0	15.0	2.0	19.0	116.5	12.0
2018-06-05 16:00	1252.0	16.0	2.0	20.5	114.0	12.0
2018-06-05 17:00	1252.0	17.0	2.0	17.0	111.5	13.0
2018-06-05 18:00	1252.0	18.0	2.0	17.5	112.0	21.0
2018-06-05 19:00	1252.0	19.0	2.0	18.1	106.4	30.4
2018-06-05 20:00	1252.0	20.0	2.0	15.5	107.5	29.5
2018-06-05 21:00	1252.0	21.0	2.0	14.0	104.0	32.0
2018-06-05 22:00	1252.0	22.0	2.0	14.0	99.0	25.0
2018-06-05 23:00	1252.0	23.0	2.0	12.5	94.0	22.5
2018-06-06 0:00	1253.0	0.0	10.0	12.5	92.5	21.5
2018-06-06 1:00	1253.0	1.0	10.0	12.5	91.5	22.0
2018-06-06 2:00	1253.0	2.0	10.0	12.0	90.0	21.5
2018-06-06 3:00	1253.0	3.0	10.0	12.0	90.5	20.5
2018-06-06 4:00	1253.0	4.0	10.0	13.0	88.5	16.0
2018-06-06 5:00	1253.0	5.0	10.0	13.0	89.0	16.0
2018-06-06 6:00	1253.0	6.0	10.0	14.0	89.0	13.5
2018-06-06 7:00	1253.0	7.0	10.0	18.0	95.5	16.0
2018-06-06 8:00	1253.0	8.0	10.0	23.0	104.5	21.0
2018-06-06 9:00	1253.0	9.0	10.0	29.5	93.8	23.0
2018-06-06 10:00	1253.0	10.0	10.0	32.5	104.0	22.0
2018-06-06 11:00	1253.0	11.0	10.0	34.9	114.2	27.5
2018-06-06 12:00	1253.0	12.0	10.0	36.2	125.1	27.7
2018-06-06 13:00	1253.0	13.0	10.0	34.0	109.9	28.2
2018-06-06 14:00	1253.0	14.0	10.0	32.7	94.7	20.9
2018-06-06 15:00	1253.0	15.0	10.0	42.0	129.7	37.7
2018-06-06 16:00	1253.0	16.0	10.0	36.3	118.25	44.7
2018-06-06 17:00	1253.0	17.0	10.0	33.0	106.8	41.4
2018-06-06 18:00	1253.0	18.0	10.0	22.1	103.6	34.0
2018-06-06 19:00	1253.0	19.0	10.0	18.7	98.2	29.2
2018-06-06 20:00	1253.0	20.0	10.0	17.2	91.5	30.5
2018-06-06 21:00	1253.0	21.0	10.0	16.9	91.2	27.7
2018-06-06 22:00	1253.0	22.0	10.0	16.6	74.8	27.5
2018-06-06 23:00	1253.0	23.0	10.0	13.9	68.7	25.0
2018-06-07 0:00	1254.0	0.0	4.0	13.4	73.0	23.9
2018-06-07 1:00	1254.0	1.0	4.0	12.6	61.2	23.4
2018-06-07 2:00	1254.0	2.0	4.0	12.9	59.7	24.6
2018-06-07 3:00	1254.0	3.0	4.0	13.1	60.4	25.3
2018-06-07 4:00	1254.0	4.0	4.0	13.6	61.5	23.4
2018-06-07 5:00	1254.0	5.0	4.0	13.7	60.1	16.0
2018-06-07 6:00	1254.0	6.0	4.0	13.9	59.9	17.0
2018-06-07 7:00	1254.0	7.0	4.0	18.0	63.3	27.5
2018-06-07 8:00	1254.0	8.0	4.0	21.2	77.6	39.8
2018-06-07 9:00	1254.0	9.0	4.0	26.5	100.6	38.4
2018-06-07 10:00	1254.0	10.0	4.0	32.4	107.8	36.8
2018-06-07 11:00	1254.0	11.0	4.0	32.0	113.0	29.1
2018-06-07 12:00	1254.0	12.0	4.0	33.9	108.9	26.6
2018-06-07 13:00	1254.0	13.0	4.0	35.9	115.1	32.3
2018-06-07 14:00	1254.0	14.0	4.0	35.4	128.3	26.5
2018-06-07 15:00	1254.0	15.0	4.0	33.6	112.1	32.2
2018-06-07 16:00	1254.0	16.0	4.0	35.6	121.9	46.4
2018-06-07 17:00	1254.0	17.0	4.0	32.8	121.0	39.7
2018-06-07 18:00	1254.0	18.0	4.0	20.5	89.4	34.3
2018-06-07 19:00	1254.0	19.0	4.0	18.9	87.2	30.6
2018-06-07 20:00	1254.0	20.0	4.0	18.2	81.6	35.0
2018-06-07 21:00	1254.0	21.0	4.0	17.0	72.9	28.1
2018-06-07 22:00	1254.0	22.0	4.0	15.6	66.3	26.9
2018-06-07 23:00	1254.0	23.0	4.0	13.7	65.1	25.1
2018-06-08 0:00	1255.0	0.0	5.0	12.2	58.2	23.4
2018-06-08 1:00	1255.0	1.0	5.0	12.8	61.2	24.9
2018-06-08 2:00	1255.0	2.0	5.0	12.5	63.0	24.4
2018-06-08 3:00	1255.0	3.0	5.0	12.3	60.6	24.0
2018-06-08 4:00	1255.0	4.0	5.0	13.0	61.9	24.4
2018-06-08 5:00	1255.0	5.0	5.0	13.4	61.2	16.1
2018-06-08 6:00	1255.0	6.0	5.0	14.3	61.3	17.0
2018-06-08 7:00	1255.0	7.0	5.0	15.4	65.0	22.4
2018-06-08 8:00	1255.0	8.0	5.0	18.7	118.1	27.0
2018-06-08 9:00	1255.0	9.0	5.0	23.6	88.8	33.2
2018-06-08 10:00	1255.0	10.0	5.0	28.3	103.1	32.6
2018-06-08 11:00	1255.0	11.0	5.0	28.9	110.1	32.0
2018-06-08 12:00	1255.0	12.0	5.0	30.7	102.3	28.2
2018-06-08 13:00	1255.0	13.0	5.0	32.4	112.3	35.8
2018-06-08 14:00	1255.0	14.0	5.0	35.5	122.7	30.4
2018-06-08 15:00	1255.0	15.0	5.0	33.3	112.5	47.8
2018-06-08 16:00	1255.0	16.0	5.0	33.6	127.2	43.2
2018-06-08 17:00	1255.0	17.0	5.0	27.9	113.0	35.3
2018-06-08 18:00	1255.0	18.0	5.0	20.9	91.5	35.0
2018-06-08 19:00	1255.0	19.0	5.0	12.6	110.0	28.3
2018-06-08 20:00	1255.0	20.0	5.0	20.2	95.3	32.7
2018-06-08 21:00	1255.0	21.0	5.0	15.0	76.4	26.6
2018-06-08 22:00	1255.0	22.0	5.0	13.9	62.8	25.2
2018-06-08 23:00	1255.0	23.0	5.0	13.2	59.5	24.2
2018-06-09 0:00	1256.0	0.0	6.0	12.5	57.7	23.4
2018-06-09 1:00	1256.0	1.0	6.0	12.1	58.7	25.3
2018-06-09 2:00	1256.0	2.0	6.0	12.1	58.3	23.5
2018-06-09 3:00	1256.0	3.0	6.0	11.6	57.1	24.3
2018-06-09 4:00	1256.0	4.0	6.0	12.1	55.6	24.0
2018-06-09 5:00	1256.0	5.0	6.0	11.5	54.6	14.9
2018-06-09 6:00	1256.0	6.0	6.0	13.2	42.1	11.5
2018-06-09 7:00	1256.0	7.0	6.0	14.9	52.7	17.7
2018-06-09 8:00	1256.0	8.0	6.0	16.3	56.7	24.3
2018-06-09 9:00	1256.0	9.0	6.0	17.3	65.3	27.0
2018-06-09 10:00	1256.0	10.0	6.0	18.7	71.3	22.0
2018-06-09 11:00	1256.0	11.0	6.0	17.3	79.7	19.0
2018-06-09 12:00	1256.0	12.0	6.0	21.0	73.3	23.3
2018-06-09 13:00	1256.0	13.0	6.0	19.0	75.7	21.3
2018-06-09 14:00	1256.0	14.0	6.0	26.0	124.0	11.0
2018-06-09 15:00	1256.0	15.0	6.0	22.5	127.0	11.0
2018-06-09 16:00	1256.0	16.0	6.0	20.5	122.0	11.5
2018-06-09 17:00	1256.0	17.0	6.0	18.5	113.0	11.5
2018-06-09 18:00	1256.0	18.0	6.0	17.5	110.5	18.0
2018-06-09 19:00	1256.0	19.0	6.0	14.5	105.0	26.5
2018-06-09 20:00	1256.0	20.0	6.0	15.0	102.0	32.5
2018-06-09 21:00	1256.0	21.0	6.0	14.0	99.0	32.0
2018-06-09 22:00	1256.0	22.0	6.0	14.0	98.0	31.0
2018-06-09 23:00	1256.0	23.0	6.0	14.0	91.5	22.5
2018-06-10 0:00	1257.0	0.0	7.0	13.5	90.5	21.5
2018-06-10 1:00	1257.0	1.0	7.0	13.5	87.0	21.5
2018-06-10 2:00	1257.0	2.0	7.0	13.5	87.0	21.0
2018-06-10 3:00	1257.0	3.0	7.0	13.0	84.5	19.0
2018-06-10 4:00	1257.0	4.0	7.0	13.0	84.5	16.0
2018-06-10 5:00	1257.0	5.0	7.0	13.5	82.5	14.5
2018-06-10 6:00	1257.0	6.0	7.0	13.0	80.5	12.0
2018-06-10 7:00	1257.0	7.0	7.0	15.5	80.0	12.5
2018-06-10 8:00	1257.0	8.0	7.0	17.0	81.0	12.5
2018-06-10 9:00	1257.0	9.0	7.0	18.5	84.5	12.5
2018-06-10 10:00	1257.0	10.0	7.0	21.0	89.0	12.0
2018-06-10 11:00	1257.0	11.0	7.0	20.0	92.0	18.5
2018-06-10 12:00	1257.0	12.0	7.0	21.5	100.0	20.5
2018-06-10 13:00	1257.0	13.0	7.0	21.5	98.5	21.5
2018-06-10 14:00	1257.0	14.0	7.0	22.0	107.5	20.0
2018-06-10 15:00	1257.0	15.0	7.0	22.5	110.0	14.5
2018-06-10 16:00	1257.0	16.0	7.0	22.5	111.0	11.5
2018-06-10 17:00	1257.0	17.0	7.0	20.0	114.0	11.0
2018-06-10 18:00	1257.0	18.0	7.0	20.5	111.5	12.5
2018-06-10 19:00	1257.0	19.0	7.0	16.5	111.0	16.5
2018-06-10 20:00	1257.0	20.0	7.0	16.5	111.0	17.5
2018-06-10 21:00	1257.0	21.0	7.0	15.0	102.5	21.5
2018-06-10 22:00	1257.0	22.0	7.0	14.5	105.5	21.0
2018-06-10 23:00	1257.0	23.0	7.0	15.0	94.0	20.0
2018-06-11 0:00	1258.0	0.0	1.0	15.0	93.5	20.0
2018-06-11 1:00	1258.0	1.0	1.0	14.5	90.0	19.5
2018-06-11 2:00	1258.0	2.0	1.0	15.5	88.0	20.0
2018-06-11 3:00	1258.0	3.0	1.0	13.5	86.5	19.0
2018-06-11 4:00	1258.0	4.0	1.0	15.0	87.0	14.0
2018-06-11 5:00	1258.0	5.0	1.0	15.0	84.5	19.0
2018-06-11 6:00	1258.0	6.0	1.0	16.5	84.5	20.0
2018-06-11 7:00	1258.0	7.0	1.0	20.5	94.5	22.5
2018-06-11 8:00	1258.0	8.0	1.0	24.5	105.5	24.0
2018-06-11 9:00	1258.0	9.0	1.0	29.5	125.0	20.5
2018-06-11 10:00	1258.0	10.0	1.0	32.5	137.5	16.5
2018-06-11 11:00	1258.0	11.0	1.0	42.3	138.3	26.3
2018-06-11 12:00	1258.0	12.0	1.0	37.6	115.3	30.0
2018-06-11 13:00	1258.0	13.0	1.0	42.2	130.6	32.7
2018-06-11 14:00	1258.0	14.0	1.0	44.8	130.7	32.4
2018-06-11 15:00	1258.0	15.0	1.0	45.0	123.8	34.8
2018-06-11 16:00	1258.0	16.0	1.0	35.5	152.0	25.0
2018-06-11 17:00	1258.0	17.0	1.0	27.0	139.5	33.0
2018-06-11 18:00	1258.0	18.0	1.0	26.0	128.5	27.5
2018-06-11 19:00	1258.0	19.0	1.0	19.1	105.0	25.5
2018-06-11 20:00	1258.0	20.0	1.0	19.5	108.2	32.4
2018-06-11 21:00	1258.0	21.0	1.0	16.4	95.5	24.6
2018-06-11 22:00	1258.0	22.0	1.0	12.8	98.2	17.3
2018-06-11 23:00	1258.0	23.0	1.0	15.0	100.0	21.5
2018-06-12 0:00	1259.0	0.0	2.0	14.0	100.0	21.5
2018-06-12 1:00	1259.0	1.0	2.0	13.5	95.5	22.0
2018-06-12 2:00	1259.0	2.0	2.0	13.5	95.0	21.5
2018-06-12 3:00	1259.0	3.0	2.0	12.5	90.5	20.0
2018-06-12 4:00	1259.0	4.0	2.0	13.5	87.0	16.5
2018-06-12 5:00	1259.0	5.0	2.0	13.0	86.5	15.5
2018-06-12 6:00	1259.0	6.0	2.0	15.5	82.8	13.0
2018-06-12 7:00	1259.0	7.0	2.0	18.0	92.5	20.5
2018-06-12 8:00	1259.0	8.0	2.0	24.5	108.3	16.5
2018-06-12 9:00	1259.0	9.0	2.0	27.0	121.0	22.5
2018-06-12 10:00	1259.0	10.0	2.0	32.5	139.0	20.0
2018-06-12 11:00	1259.0	11.0	2.0	30.0	119.0	45.0
2018-06-12 12:00	1259.0	12.0	2.0	31.0	116.0	59.0
2018-06-12 13:00	1259.0	13.0	2.0	30.0	112.0	59.0
2018-06-12 14:00	1259.0	14.0	2.0	39.0	130.0	50.0
2018-06-12 15:00	1259.0	15.0	2.0	42.0	145.0	50.0
2018-06-12 16:00	1259.0	16.0	2.0	36.0	135.0	51.0
2018-06-12 17:00	1259.0	17.0	2.0	29.0	131.0	24.0
2018-06-12 18:00	1259.0	18.0	2.0	11.0	111.0	7.0
2018-06-12 19:00	1259.0	19.0	2.0	18.1	102.3	31.9
2018-06-12 20:00	1259.0	20.0	2.0	19.0	115.0	25.5
2018-06-12 21:00	1259.0	21.0	2.0	16.5	106.5	25.5
2018-06-12 22:00	1259.0	22.0	2.0	15.0	107.0	21.5
2018-06-12 23:00	1259.0	23.0	2.0	14.5	98.5	22.0
2018-06-13 0:00	1260.0	0.0	10.0	13.5	101.0	21.5
2018-06-13 1:00	1260.0	1.0	10.0	13.5	95.5	22.0
2018-06-13 2:00	1260.0	2.0	10.0	13.5	95.0	21.5
2018-06-13 3:00	1260.0	3.0	10.0	12.5	90.5	20.0
2018-06-13 4:00	1260.0	4.0	10.0	13.5	87.0	16.5
2018-06-13 5:00	1260.0	5.0	10.0	13.0	86.5	15.5
2018-06-13 6:00	1260.0	6.0	10.0	15.5	82.8	13.0
2018-06-13 7:00	1260.0	7.0	10.0	18.0	92.5	20.5
2018-06-13 8:00	1260.0	8.0	10.0	24.5	108.3	16.5
2018-06-13 9:00	1260.0	9.0	10.0	27.0	104.7	22.5
2018-06-13 10:00	1260.0	10.0	10.0	32.5	113.7	20.0
2018-06-13 11:00	1260.0	11.0	10.0	33.8	122.7	30.9
2018-06-13 12:00	1260.0	12.0	10.0	35.1	119.3	29.4
2018-06-13 13:00	1260.0	13.0	10.0	31.8	151.8	32.5
2018-06-13 14:00	1260.0	14.0	10.0	40.2	107.9	25.9
2018-06-13 15:00	1260.0	15.0	10.0	43.8	131.8	38.0
2018-06-13 16:00	1260.0	16.0	10.0	37.1	175.0	47.5
2018-06-13 17:00	1260.0	17.0	10.0	33.9	111.6	45.5
2018-06-13 18:00	1260.0	18.0	10.0	21.8	99.6	35.9
2018-06-13 19:00	1260.0	19.0	10.0	17.7	96.4	27.2
2018-06-13 20:00	1260.0	20.0	10.0	17.1	88.4	28.4
2018-06-13 21:00	1260.0	21.0	10.0	16.7	131.0	26.4
2018-06-13 22:00	1260.0	22.0	10.0	16.0	70.9	26.3
2018-06-13 23:00	1260.0	23.0	10.0	13.8	65.8	24.3
2018-06-14 0:00	1261.0	0.0	4.0	13.3	63.5	24.2
2018-06-14 1:00	1261.0	1.0	4.0	12.4	57.7	23.0
2018-06-14 2:00	1261.0	2.0	4.0	12.8	55.9	24.5
2018-06-14 3:00	1261.0	3.0	4.0	12.8	56.4	25.0
2018-06-14 4:00	1261.0	4.0	4.0	13.1	58.5	22.9
2018-06-14 5:00	1261.0	5.0	4.0	13.4	56.5	15.5
2018-06-14 6:00	1261.0	6.0	4.0	13.3	56.1	17.9
2018-06-14 7:00	1261.0	7.0	4.0	17.6	59.3	28.2
2018-06-14 8:00	1261.0	8.0	4.0	20.3	76.4	37.9
2018-06-14 9:00	1261.0	9.0	4.0	25.4	99.3	36.7
2018-06-14 10:00	1261.0	10.0	4.0	32.0	108.7	33.6
2018-06-14 11:00	1261.0	11.0	4.0	30.8	113.0	26.7
2018-06-14 12:00	1261.0	12.0	4.0	34.1	107.6	26.2
2018-06-14 13:00	1261.0	13.0	4.0	34.4	115.1	37.4
2018-06-14 14:00	1261.0	14.0	4.0	36.0	129.0	20.0
2018-06-14 15:00	1261.0	15.0	4.0	31.0	98.0	18.0
2018-06-14 16:00	1261.0	16.0	4.0	36.8	122.4	52.6
2018-06-14 17:00	1261.0	17.0	4.0	33.7	114.6	44.8
2018-06-14 18:00	1261.0	18.0	4.0	20.4	90.6	34.2
2018-06-14 19:00	1261.0	19.0	4.0	18.5	87.4	28.9
2018-06-14 20:00	1261.0	20.0	4.0	18.0	81.5	31.7
2018-06-14 21:00	1261.0	21.0	4.0	16.6	72.4	27.8
2018-06-14 22:00	1261.0	22.0	4.0	15.6	62.1	26.6
2018-06-14 23:00	1261.0	23.0	4.0	13.2	61.1	24.8
2018-06-15 0:00	1262.0	0.0	5.0	12.5	58.3	24.6
2018-06-15 1:00	1262.0	1.0	5.0	12.6	57.8	25.1
2018-06-15 2:00	1262.0	2.0	5.0	12.0	60.7	24.4
2018-06-15 3:00	1262.0	3.0	5.0	12.1	58.1	23.6
2018-06-15 4:00	1262.0	4.0	5.0	12.6	58.8	24.2
2018-06-15 5:00	1262.0	5.0	5.0	13.1	58.3	14.7
2018-06-15 6:00	1262.0	6.0	5.0	13.8	57.4	16.0
2018-06-15 7:00	1262.0	7.0	5.0	15.3	56.9	21.1
2018-06-15 8:00	1262.0	8.0	5.0	19.6	74.0	27.3
2018-06-15 9:00	1262.0	9.0	5.0	19.0	88.0	37.0
2018-06-15 10:00	1262.0	10.0	5.0	24.0	103.0	35.0
2018-06-15 11:00	1262.0	11.0	5.0	24.0	115.0	27.0
2018-06-15 12:00	1262.0	12.0	5.0	25.0	107.0	20.0
2018-06-15 13:00	1262.0	13.0	5.0	26.0	110.0	31.0
2018-06-15 14:00	1262.0	14.0	5.0	28.0	131.0	28.0
2018-06-15 15:00	1262.0	15.0	5.0	29.0	133.0	68.0
2018-06-15 16:00	1262.0	16.0	5.0	27.0	131.0	39.0
2018-06-15 17:00	1262.0	17.0	5.0	24.0	117.0	22.0
2018-06-15 18:00	1262.0	18.0	5.0	18.0	87.0	31.0
2018-06-15 19:00	1262.0	19.0	5.0	19.0	79.0	34.0
2018-06-15 20:00	1262.0	20.0	5.0	18.0	78.0	41.0
2018-06-15 21:00	1262.0	21.0	5.0	15.0	76.0	26.0
2018-06-15 22:00	1262.0	22.0	5.0	13.0	58.0	25.0
2018-06-15 23:00	1262.0	23.0	5.0	12.0	57.0	24.0
2018-06-16 0:00	1263.0	0.0	6.0	12.0	55.0	22.0
2018-06-16 1:00	1263.0	1.0	6.0	11.0	59.0	24.0
2018-06-16 2:00	1263.0	2.0	6.0	11.0	58.0	22.0
2018-06-16 3:00	1263.0	3.0	6.0	11.0	56.0	23.0
2018-06-16 4:00	1263.0	4.0	6.0	11.0	56.0	23.0
2018-06-16 5:00	1263.0	5.0	6.0	11.0	54.0	13.0
2018-06-16 6:00	1263.0	6.0	6.0	12.0	27.0	6.0
2018-06-16 7:00	1263.0	7.0	6.0	15.0	50.6	18.6
2018-06-16 8:00	1263.0	8.0	6.0	16.4	54.8	25.2
2018-06-16 9:00	1263.0	9.0	6.0	17.5	64.3	28.5
2018-06-16 10:00	1263.0	10.0	6.0	18.8	70.3	22.6
2018-06-16 11:00	1263.0	11.0	6.0	16.9	79.2	17.5
2018-06-16 12:00	1263.0	12.0	6.0	21.0	71.4	21.1
2018-06-16 13:00	1263.0	13.0	6.0	18.4	73.7	19.1
2018-06-16 14:00	1263.0	14.0	6.0	10.1	60.2	11.9
2018-06-16 15:00	1263.0	15.0	6.0	21.5	106.9	13.5
2018-06-16 16:00	1263.0	16.0	6.0	21.0	109.6	13.5
2018-06-16 17:00	1263.0	17.0	6.0	21.5	105.4	14.0
2018-06-16 18:00	1263.0	18.0	6.0	20.5	107.6	14.0
2018-06-16 19:00	1263.0	19.0	6.0	18.0	100.5	18.5
2018-06-16 20:00	1263.0	20.0	6.0	16.5	102.5	18.5
2018-06-16 21:00	1263.0	21.0	6.0	15.5	89.5	22.5
2018-06-16 22:00	1263.0	22.0	6.0	13.4	88.9	22.0
2018-06-16 23:00	1263.0	23.0	6.0	13.0	84.0	21.5
2018-06-17 0:00	1264.0	0.0	7.0	13.4	83.9	20.5
2018-06-17 1:00	1264.0	1.0	7.0	12.0	83.5	20.5
2018-06-17 2:00	1264.0	2.0	7.0	13.0	82.5	20.0
2018-06-17 3:00	1264.0	3.0	7.0	12.0	84.0	18.5
2018-06-17 4:00	1264.0	4.0	7.0	12.0	83.5	15.5
2018-06-17 5:00	1264.0	5.0	7.0	12.0	83.5	16.5
2018-06-17 6:00	1264.0	6.0	7.0	13.0	82.0	16.5
2018-06-17 7:00	1264.0	7.0	7.0	13.5	81.3	22.5
2018-06-17 8:00	1264.0	8.0	7.0	15.5	82.9	20.0
2018-06-17 9:00	1264.0	9.0	7.0	16.0	83.8	20.5
2018-06-17 10:00	1264.0	10.0	7.0	17.5	88.9	15.0
2018-06-17 11:00	1264.0	11.0	7.0	17.0	93.0	12.0
2018-06-17 12:00	1264.0	12.0	7.0	19.0	96.5	12.0
2018-06-17 13:00	1264.0	13.0	7.0	18.0	104.5	12.0
2018-06-17 14:00	1264.0	14.0	7.0	19.5	106.0	12.0
2018-06-17 15:00	1264.0	15.0	7.0	19.5	112.0	11.5
2018-06-17 16:00	1264.0	16.0	7.0	20.0	112.0	12.0
2018-06-17 17:00	1264.0	17.0	7.0	20.0	105.5	11.0
2018-06-17 18:00	1264.0	18.0	7.0	20.0	110.5	12.5
2018-06-17 19:00	1264.0	19.0	7.0	19.0	99.5	17.5
2018-06-17 20:00	1264.0	20.0	7.0	19.0	102.0	18.5
2018-06-17 21:00	1264.0	21.0	7.0	16.5	94.0	23.0
2018-06-17 22:00	1264.0	22.0	7.0	17.5	92.5	31.5
2018-06-17 23:00	1264.0	23.0	7.0	14.5	84.0	31.5
2018-06-18 0:00	1265.0	0.0	1.0	14.9	84.5	31.0
2018-06-18 1:00	1265.0	1.0	1.0	13.3	81.0	32.0
2018-06-18 2:00	1265.0	2.0	1.0	13.4	80.0	22.5
2018-06-18 3:00	1265.0	3.0	1.0	13.3	79.5	21.0
2018-06-18 4:00	1265.0	4.0	1.0	13.5	81.5	16.5
2018-06-18 5:00	1265.0	5.0	1.0	14.5	81.5	17.5
2018-06-18 6:00	1265.0	6.0	1.0	15.0	85.5	17.0
2018-06-18 7:00	1265.0	7.0	1.0	16.5	96.5	18.0
2018-06-18 8:00	1265.0	8.0	1.0	20.0	114.0	21.5
2018-06-18 9:00	1265.0	9.0	1.0	25.0	132.0	20.5
2018-06-18 10:00	1265.0	10.0	1.0	28.0	151.5	20.0
2018-06-18 11:00	1265.0	11.0	1.0	27.0	150.5	22.5
2018-06-18 12:00	1265.0	12.0	1.0	30.0	113.0	33.0
2018-06-18 13:00	1265.0	13.0	1.0	32.0	131.0	27.0
2018-06-18 14:00	1265.0	14.0	1.0	35.0	133.0	28.0
2018-06-18 15:00	1265.0	15.0	1.0	43.0	130.0	29.0
2018-06-18 16:00	1265.0	16.0	1.0	39.0	127.0	33.0
2018-06-18 17:00	1265.0	17.0	1.0	29.0	122.0	34.0
2018-06-18 18:00	1265.0	18.0	1.0	25.0	111.0	36.0
2018-06-18 19:00	1265.0	19.0	1.0	16.0	111.0	34.0
2018-06-18 20:00	1265.0	20.0	1.0	18.0	107.0	43.0
2018-06-18 21:00	1265.0	21.0	1.0	16.0	86.0	31.0
2018-06-18 22:00	1265.0	22.0	1.0	15.0	66.0	28.0
2018-06-18 23:00	1265.0	23.0	1.0	14.0	59.0	27.0
2018-06-19 0:00	1266.0	0.0	2.0	13.0	61.0	23.0
2018-06-19 1:00	1266.0	1.0	2.0	14.0	60.0	24.0
2018-06-19 2:00	1266.0	2.0	2.0	14.0	58.0	24.0
2018-06-19 3:00	1266.0	3.0	2.0	15.0	60.0	28.0
2018-06-19 4:00	1266.0	4.0	2.0	13.0	57.0	25.0
2018-06-19 5:00	1266.0	5.0	2.0	13.0	58.0	12.0
2018-06-19 6:00	1266.0	6.0	2.0	12.0	55.0	14.0
2018-06-19 7:00	1266.0	7.0	2.0	16.0	58.0	19.0
2018-06-19 8:00	1266.0	8.0	2.0	19.0	73.0	20.0
2018-06-19 9:00	1266.0	9.0	2.0	25.0	92.0	22.0
2018-06-19 10:00	1266.0	10.0	2.0	28.0	113.0	23.0
2018-06-19 11:00	1266.0	11.0	2.0	26.0	118.0	23.0
2018-06-19 12:00	1266.0	12.0	2.0	32.0	108.0	41.0
2018-06-19 13:00	1266.0	13.0	2.0	32.0	121.0	65.0
2018-06-19 14:00	1266.0	14.0	2.0	37.0	130.0	58.0
2018-06-19 15:00	1266.0	15.0	2.0	41.0	127.0	50.0
